sku,alchool,alt_image,animal,area,australian_like,awards,blended_grapes,bottleml,box_size,cellar_practice,country_of_manufacture,cost,custom_block,custom_label,filtration,florealnew,fruit,international_awards,is_featured,kind,kind_byo_organic,main_grape,manufacturer,method,mineral,myob_btb,myob_btc_h,oak1,pairing,price,product_name,region,second_fermentation,sparkling_residual_sugar,spontaneous_fermentation1,skin_contact,sku_short,spice,stripe_sub_enabled,sw_featured,tastingnotes,vegetal,vineyard_management,Vntg,wild_ferment,wine_producer
SMTERI15,"alt_image=/s/m/smteri15_sella_mosca_terre_rare_riserva.jpg,area=Sulcis,bottleml=750,box_size=6,cellar_practice=Barrel aged|Conventional|Unfiltered|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Carignano,manufacturer=Sella & Mosca,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=SMTERI,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=Yes,vineyard_management=Sustainable,Vntg=2015,wine_producer=Sella & Mosca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMCAN18,"alt_image=/s/m/smcan10_sella_e_mosca_cannonau_riserva_1.jpeg,area=Alghero,bottleml=750,box_size=6,cellar_practice=Barrel aged|Conventional|Unfiltered|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Cannonau,manufacturer=Sella & Mosca,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=SMCAN,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2018,wine_producer=Sella & Mosca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APSAMA20,"area=Sulcis,blended_grapes=Chardonnay,bottleml=750,box_size=12,cellar_practice=Conventional|Unwooded,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Vermentino,manufacturer=Agricola Punica,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=APSAMA,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2020,wine_producer=Agricola Punica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DILABB,"alchool=40,alt_image=/d/i/dilabb_distillerie_lussurgesi_abbardente.jpeg,bottleml=700,box_size=6,manufacturer=Distillerie Lussurgesi,mayob_btb=44040,myob_btc_h=44050,organic=No,region=Sardegna,sku_short=DILABB,stripe_sub_enabled=No,sw_featured=No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRAGRVE,"alt_image=/p/r/pragrve_podre_pradarolo_grappa_velius.png,bottleml=500,box_size=6,manufacturer=Podere Pradarolo,mayob_btb=44040,myob_btc_h=44050,organic=No,region=Emilia-Romagna,sku_short=PRAGRVE,stripe_sub_enabled=No,sw_featured=No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGLAG19,"bottleml=750,box_size=12,cellar_practice=Conventional,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Lagrein,manufacturer=Muri Gries,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Alto Adige,skin_contact=No,sku_short=MGLAG,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2019,wine_producer=Muri Gries",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMMOD18,"alt_image=/g/i/giovanni_montisci_modestu_gmmod17_1.jpg,area=Mamoiada,bottleml=750,box_size=6,cellar_practice=Barrel aged|Minimum S02|Skin contact|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Moscato,manufacturer=Giovanni Montisci,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=GMMOD,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2018,wine_producer=Giovanni Montisci",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDMONT19,"area=Parteolla,bottleml=750,box_size=6,cellar_practice=Barrel aged|Conventional,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Nasco,manufacturer=Cantine di Dolianova,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=CDMONT,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2019,wine_producer=Cantine di Dolianova",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLMAD20,"bottleml=750,box_size=12,cellar_practice=Conventional,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Schiava,manufacturer=Colterenzio,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Alto Adige,skin_contact=No,sku_short=COLMAD,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2020,wine_producer=Colterenzio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEGSAR19,"alt_image=/c/r/cristiana_meggiolaro_sar__megsar18_1.jpg,area=Monti Lessini,bottleml=750,box_size=12,cellar_practice=Minimum S02|Unfiltered|Unwooded|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Organic Wine,main_grape=Garganega,manufacturer=Cristiana Meggiolaro,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Veneto,skin_contact=No,sku_short=MEGSAR,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2019,wine_producer=Cristiana Meggiolaro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUZCHI19,"alt_image=/n/u/nuzchi18_podere_castellinuzza_chianti_classico_1.jpg,area=Lamole,blended_grapes=Canaiolo,bottleml=750,box_size=12,cellar_practice=Barrel aged|Concrete|Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Sangiovese di Lamole,manufacturer=Podere Castellinuzza,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Toscana,skin_contact=No,sku_short=NUZCHI,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2019,wine_producer=Podere Castellinuzza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILOUD16,"area=Brisighella Faenza,bottleml=750,box_size=6,cellar_practice=Barrel aged|Barrel fermented|Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Sangiovese,manufacturer=Filippo Manetti,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,skin_contact=No,sku_short=FILOUD,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2016,wine_producer=Filippo Manetti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILOUDMGN16,"bottleml=1000,box_size=3,cellar_practice=Minimum S02|Unfiltered|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Sangiovese,manufacturer=Filippo Manetti,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,skin_contact=No,sku_short=FILOUDMGN,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2016,wine_producer=Filippo Manetti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSROS19,"alt_image=/p/o/poderi_sanguineto_rosso_di_montepulciano_posros18_1.jpg,area=Montepulciano Siena,blended_grapes=Canaiolo Nero|Mammolo,bottleml=750,box_size=12,cellar_practice=Barrel aged|Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Sangiovese,manufacturer=Poderi Sanguineto,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Toscana,skin_contact=No,sku_short=POSROS,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2019,wine_producer=Poderi Sanguineto",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILFOLLO-1,"animal=1,bottleml=750,box_size=12,cellar_practice=Conventional,cost=5.900000,filtration=Yes,florealnew=2,fruit=2,kind_byo_organic=Conventional Wine,main_grape=Glera,manufacturer=Il Follo,mayob_btb=43340,mineral=2,myob_btc_h=43350,oak1=No,pairing=Apetizer,region=Veneto,second_fermentation=Tank (Metodo Martinotti),skin_contact=No,sku_short=ILFOLLO,sparkling_residual_sugar=Metodo Charmat,spice=1,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vegetal=1,vineyard_management=Sustainable,wine_producer=Il Follo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPREV20,"area=Parteolla,bottleml=750,box_size=12,cellar_practice=Conventional|Unwooded,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Vermentino,manufacturer=Cantine di Dolianova,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=CDPREV,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2020,wine_producer=Cantine di Dolianova",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTRIO19,"area=Colli Piacentini,blended_grapes=Ortrugo|Sauvignon|Trebbiano,bottleml=750,box_size=12,cellar_practice=Minimum S02|Unwooded,filtration=Yes,fruit=5,kind_byo_organic=Organic Wine,main_grape=Malvasia di Candia Aromatica,manufacturer=La Tosa,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,skin_contact=No,sku_short=LTRIO,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2019,wine_producer=La Tosa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANER19,"alchool=10,alt_image=/v/a/valdibella_kerasos_valner18_1.jpg,bottleml=750,box_size=12,cellar_practice=Minimum S02|Unfiltered|Unwooded|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Nero D'Avola,manufacturer=Valdibella,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Red Meat,region=Sicilia,skin_contact=Yes,sku_short=VANER,spontaneous_fermentation1=Yes,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2019,wine_producer=Valdibella",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GARELO16,"area=Copertino Salento,bottleml=750,box_size=12,cellar_practice=Conventional|Unwooded,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Negroamaro,manufacturer=Garofano,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Puglia,skin_contact=No,sku_short=GARELO,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=Yes,vineyard_management=Sustainable,Vntg=2016,wine_producer=Garofano",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANGAT13,"bottleml=750,box_size=6,cellar_practice=Barrel aged|Conventional,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Nebbiolo,manufacturer=Cantina Gattinara,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Piemonte,skin_contact=No,sku_short=CANGAT,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2013,wine_producer=Cantina Gattinara",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRAVEJ20,"alt_image=/p/o/podere_pradarolo_vej_pravej19_1.png,area=Parma,bottleml=750,box_size=12,cellar_practice=No added S02|Skin contact|Unfiltered|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Malvasia di Candia Aromatica,manufacturer=Podere Pradarolo,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,skin_contact=No,sku_short=PRAVEJ,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2020,wine_producer=Podere Pradarolo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSLSOL15,"area=Castelli di Jesi,bottleml=750,box_size=6,cellar_practice=Minimum S02|Unfiltered|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Montepulciano,manufacturer=Fattoria San Lorenzo,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Marche,skin_contact=No,sku_short=FSLSOL,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2015,wine_producer=Fattoria San Lorenzo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADARIP18,"blended_grapes=Molinara|Rondinella,bottleml=750,box_size=12,cellar_practice=Barrel aged|Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Biodynamic Wine,main_grape=Corvina Grossa,manufacturer=Adalia,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Veneto,skin_contact=No,sku_short=ADARIP17,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Biodynamic,Vntg=2018,wine_producer=Adalia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APBARR17,"area=Sulcis,blended_grapes=Cabernet Sauvignon|Merlot,bottleml=750,box_size=6,cellar_practice=Barrel aged|Barrel fermented|Conventional|Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Carignano,manufacturer=Agricola Punica,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=APBARR,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2017,wine_producer=Agricola Punica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BALSAU20,"bottleml=750,box_size=12,cellar_practice=Conventional,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Sauvignon,manufacturer=Balter,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Trentino,skin_contact=No,sku_short=BALSAU,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2020,wine_producer=Balter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLDAN18,"bottleml=750,box_size=6,cellar_practice=Barrel aged|Conventional,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Pinot Nero,manufacturer=Colterenzio,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Alto Adige,skin_contact=No,sku_short=COLDAN,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2018,wine_producer=Colterenzio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLTIM19,"alt_image=/c/o/colpim18-6_la_colombera_timorasso_1.jpg,bottleml=750,box_size=12,cellar_practice=Conventional,filtration=No,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Timorasso,manufacturer=La Colombera,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Piemonte,skin_contact=No,sku_short=COLTIM,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2019,wine_producer=La Colombera",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMMOD20,"alt_image=/g/i/giovanni_montisci_modestu_gmmod17_1_1.jpg,area=Mamoiada,bottleml=750,box_size=6,cellar_practice=Barrel aged|Minimum S02|Skin contact|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Moscato,manufacturer=Giovanni Montisci,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=GMMOD,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2020,wine_producer=Giovanni Montisci",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTVMOR19,"area=Colli Piacentini,blended_grapes=Bonarda,bottleml=750,box_size=6,cellar_practice=Barrel aged|Barrel fermented|Minimum S02|Unfiltered,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Barbera,manufacturer=La Tosa,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,skin_contact=No,sku_short=LTVMOR,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2019,wine_producer=La Tosa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDARE19,"area=Parteolla,bottleml=750,box_size=12,cellar_practice=Conventional|Unwooded,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Monica,manufacturer=Cantine di Dolianova,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=CDARE,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2019,wine_producer=Cantine di Dolianova",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILBIA20,"area=Brisighella Faenza,bottleml=750,box_size=12,cellar_practice=Minimum S02|Skin contact|Unfiltered|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Trebbiano,manufacturer=Filippo Manetti,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,skin_contact=No,sku_short=FILBIA,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2020,wine_producer=Filippo Manetti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMVERSA20,"bottleml=750,box_size=12,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Vermentino,manufacturer=Sella & Mosca,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=SMVERSA,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2020,wine_producer=Sella & Mosca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIOPAO20,"alt_image=/f/i/fiopao20_fiorano_i_paoli-marche-sangiovese_1.jpg,bottleml=750,box_size=12,cellar_practice=Minimum S02,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Sangiovese,manufacturer=Fiorano,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Marche,skin_contact=No,sku_short=FIOPAO,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2020,wine_producer=Fiorano",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLBLUP20,"alt_image=/t/e/tenute_olbios_lupus_olblup19_1.jpg,area=Gallura,bottleml=750,box_size=6,cellar_practice=Conventional|Minimum S02|Unwooded,filtration=Yes,fruit=5,kind_byo_organic=Organic Wine,main_grape=Vermentino,manufacturer=Tenute Olbios,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=OLBLUP,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2020,wine_producer=Tenute Olbios",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLBVERI08,"alt_image=/t/e/tenute_olbios_in_vino_veritas_olbveri07_1.jpg,area=Gallura,bottleml=750,box_size=6,cellar_practice=Conventional|Minimum S02|Unwooded,filtration=Yes,fruit=5,kind_byo_organic=Organic Wine,main_grape=Vermentino,manufacturer=Tenute Olbios,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=OLBVERI,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2008,wine_producer=Tenute Olbios",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUNBAR20,"alt_image=/p/u/punset_barbera_punbar19_2.png,area=Barbaresco,bottleml=750,box_size=12,cellar_practice=Minimum S02|Unfiltered|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Barbera,manufacturer=Punset,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Piemonte,skin_contact=No,sku_short=PUNBAR,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2020,wine_producer=Punset",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSLOCHE19,"area=Castelli di Jesi,bottleml=700,box_size=12,cellar_practice=Concrete|Minimum S02|Unwooded|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Biodynamic Wine,main_grape=Verdicchio,manufacturer=Fattoria San Lorenzo,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Marche,skin_contact=No,sku_short=FSLOCHE,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Biodynamic,Vntg=2019,wine_producer=Fattoria San Lorenzo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSLGINO20,"animal=1,area=Castelli di Jesi,bottleml=750,box_size=12,cellar_practice=Concrete|Minimum S02|Wild ferment,cost=5.700000,filtration=Yes,florealnew=2,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Verdicchio,manufacturer=Fattoria San Lorenzo,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Marche,skin_contact=No,sku_short=FSLGINO,spice=1,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vegetal=2,vineyard_management=Biodynamic,Vntg=2020,wine_producer=Fattoria San Lorenzo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CADNEB20,"bottleml=750,box_size=12,cellar_practice=Conventional,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Nebbiolo,manufacturer=Cave De Donnas,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Valle D'Aosta,skin_contact=No,sku_short=CADNEB,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2020,wine_producer=Caves De Donnas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAZCH20,"alt_image=/t/e/tenuta_mazzolino_blanc_mazch19_1_1.png,area=Oltrepo Pavese,bottleml=750,box_size=12,cellar_practice=Barrel aged,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Chardonnay,manufacturer=Tenuta Mazzolino,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Lombardia ,skin_contact=No,sku_short=MAZCH,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2020,wine_producer=Tenuta Mazzolino",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDNOS20,"area=Valle dei Laghi,bottleml=750,box_size=12,cellar_practice=Minimum S02|Skin contact|Unfiltered|Unwooded|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Organic Wine,main_grape=Nosiola,manufacturer=Gino Pedrotti,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Trentino,skin_contact=No,sku_short=PEDNOS,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2020,wine_producer=Gino Pedrotti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDSRO18,"alt_image=/l/e/le_due_terre_sacrisassi_rosso_ledsro17_1.jpg,area=Colli Orientali del Friuli,blended_grapes=Refosco,bottleml=750,box_size=6,cellar_practice=Barrel aged|Barrel fermented|Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Schioppettino,manufacturer=Le Due Terre,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Friuli,skin_contact=No,sku_short=LEDSRO,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2018,wine_producer=Le Due Terre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
